road_segment_name_cbs,road_segment_name,road_segment_id,road,segment,provider_code,2020_cbs,2020_anyway,2021_cbs,2021_anyway,2022_cbs,2022_anyway,junctions_ids_in_segment,junctions_names_in_segment,road_names_matches,2020_match,2021_match,2022_match,all_match,diff_anyway_cbs
,צומת מעבר רפיח - צומת חבל עזה,40006.0,4,6,1,,4,,1,,2,"[7029, 7030, 7033, 7034, 7039, 7154]","['צומת רפיח ', 'כניסה למורג', 'צומת קטיף', 'כניסה לכפר (דרום)', 'צומת נצרים', 'צומת מעבר רפיח']",False,False,False,False,False,7.0
,צומת מעבר רפיח - צומת חבל עזה,40006.0,4,6,3,,11,,15,,28,"[7029, 7030, 7033, 7034, 7039, 7154]","['צומת רפיח ', 'כניסה למורג', 'צומת קטיף', 'כניסה לכפר (דרום)', 'צומת נצרים', 'צומת מעבר רפיח']",False,False,False,False,False,54.0
צומת חבל עזה - צומת יד מרדכי,צומת חבל עזה - צומת יד מרדכי,40010.0,4,10,1,0.0,0,2.0,2,3.0,3,"[257, 259, 261, 9406]","['צומת חבל עזה', 'כניסה לארז (מערב)', 'כניסה ליד מרדכי', 'כניסה לנתיב העשרה']",True,True,True,True,True,0.0
צומת חבל עזה - צומת יד מרדכי,צומת חבל עזה - צומת יד מרדכי,40010.0,4,10,3,33.0,33,80.0,80,10.0,10,"[257, 259, 261, 9406]","['צומת חבל עזה', 'כניסה לארז (מערב)', 'כניסה ליד מרדכי', 'כניסה לנתיב העשרה']",True,True,True,True,True,0.0
צומת יד מרדכי - צומת אשקלון,צומת יד מרדכי - צומת אשקלון,40020.0,4,20,1,11.0,11,20.0,20,16.0,16,"[263, 265, 267, 269, 271, 273, 275]","['צומת יד מרדכי', 'צומת זיקים', 'כניסה לגברעם', 'כניסה למבקיעים', 'כניסה לקצא""א', 'כניסה למ""א אשקלון', 'צומת תלמי יפה']",True,True,True,True,True,0.0
צומת יד מרדכי - צומת אשקלון,צומת יד מרדכי - צומת אשקלון,40020.0,4,20,3,26.0,26,28.0,28,43.0,43,"[263, 265, 267, 269, 271, 273, 275]","['צומת יד מרדכי', 'צומת זיקים', 'כניסה לגברעם', 'כניסה למבקיעים', 'כניסה לקצא""א', 'כניסה למ""א אשקלון', 'צומת תלמי יפה']",True,True,True,True,True,0.0
צומת אשקלון - צומת ברכיה,צומת אשקלון - צומת ברכיה,40022.0,4,22,1,2.0,2,4.0,4,2.0,2,[3003],['צומת אשקלון'],True,True,True,True,True,0.0
צומת אשקלון - צומת ברכיה,צומת אשקלון - צומת ברכיה,40022.0,4,22,3,9.0,9,17.0,17,19.0,19,[3003],['צומת אשקלון'],True,True,True,True,True,0.0
צומת ברכיה - צומת אבא הלל,צומת ברכיה - צומת אבא הלל,40030.0,4,30,1,0.0,0,3.0,3,3.0,3,"[279, 654, 3574, 3753]","['צומת ברכיה', 'כניסה לאזור התעשייה', 'כניסה לבי""ס אבא הלל', 'צומת']",True,True,True,True,True,0.0
צומת ברכיה - צומת אבא הלל,צומת ברכיה - צומת אבא הלל,40030.0,4,30,3,13.0,13,18.0,18,12.0,12,"[279, 654, 3574, 3753]","['צומת ברכיה', 'כניסה לאזור התעשייה', 'כניסה לבי""ס אבא הלל', 'צומת']",True,True,True,True,True,0.0
צומת אבא הלל - מחלף אשקלון צפון,צומת אבא הלל - מחלף אשקלון צפון,40040.0,4,40,1,9.0,9,6.0,6,6.0,6,"[99, 9054, 9617]","['צומת אבא הלל', 'כניסה לאשקלון (צפון)', 'כניסה לפרי אור']",True,True,True,True,True,0.0
צומת אבא הלל - מחלף אשקלון צפון,צומת אבא הלל - מחלף אשקלון צפון,40040.0,4,40,3,26.0,26,18.0,18,23.0,23,"[99, 9054, 9617]","['צומת אבא הלל', 'כניסה לאשקלון (צפון)', 'כניסה לפרי אור']",True,True,True,True,True,0.0
מחלף אשקלון צפון - צומת אשכולות,מחלף אשקלון צפון - צומת אשכולות,40045.0,4,45,1,2.0,2,1.0,1,0.0,0,"[281, 10608]","['כניסה לניצנים', 'מחלף אשקלון צפון']",True,True,True,True,True,0.0
מחלף אשקלון צפון - צומת אשכולות,מחלף אשקלון צפון - צומת אשכולות,40045.0,4,45,3,21.0,21,15.0,15,22.0,22,"[281, 10608]","['כניסה לניצנים', 'מחלף אשקלון צפון']",True,True,True,True,True,0.0
צומת אשכולות - כניסה לאשדוד (דרום),צומת אשכולות - צומת אמונים,40050.0,4,50,1,9.0,4,7.0,5,3.0,0,"[283, 285, 3550]","['צומת אשכולות', 'כניסה לבית עזרא (מערב)', 'צומת כפר הנוער ניצנים']",False,False,False,False,False,-10.0
צומת אשכולות - כניסה לאשדוד (דרום),צומת אשכולות - צומת אמונים,40050.0,4,50,3,75.0,46,82.0,49,79.0,32,"[283, 285, 3550]","['צומת אשכולות', 'כניסה לבית עזרא (מערב)', 'צומת כפר הנוער ניצנים']",False,False,False,False,False,-109.0
,צומת אמונים - מחלף עד הלום,40052.0,4,52,1,,6,,4,,3,"[287, 289, 291]","['צומת אמונים', 'כניסה לשדה עוזיהו', 'כניסה לאשדוד (דרום)']",False,False,False,False,False,13.0
,צומת אמונים - מחלף עד הלום,40052.0,4,52,3,,41,,58,,64,"[287, 289, 291]","['צומת אמונים', 'כניסה לשדה עוזיהו', 'כניסה לאשדוד (דרום)']",False,False,False,False,False,163.0
כניסה לאשדוד (דרום) - מחלף אשדוד,מחלף עד הלום - מחלף אשדוד,40054.0,4,54,1,9.0,8,9.0,7,9.0,9,"[293, 295, 297, 3004, 3944]","['צומת שתולים', 'מחלף עד הלום', 'צומת בני דרום דרומי', 'כניסה לגן יבנה', 'כניסה לגן יבנה (דרום)']",False,False,False,True,False,-3.0
כניסה לאשדוד (דרום) - מחלף אשדוד,מחלף עד הלום - מחלף אשדוד,40054.0,4,54,3,72.0,60,93.0,68,93.0,76,"[293, 295, 297, 3004, 3944]","['צומת שתולים', 'מחלף עד הלום', 'צומת בני דרום דרומי', 'כניסה לגן יבנה', 'כניסה לגן יבנה (דרום)']",False,False,False,False,False,-54.0
מחלף אשדוד - מחלף אשדוד צפון,מחלף אשדוד - מחלף אשדוד צפון,40057.0,4,57,1,3.0,3,3.0,3,1.0,1,[301],['מחלף אשדוד'],True,True,True,True,True,0.0
מחלף אשדוד - מחלף אשדוד צפון,מחלף אשדוד - מחלף אשדוד צפון,40057.0,4,57,3,16.0,16,15.0,15,12.0,12,[301],['מחלף אשדוד'],True,True,True,True,True,0.0
מחלף אשדוד צפון - מחלף יבנה,מחלף אשדוד צפון - מחלף יבנה,40060.0,4,60,1,5.0,5,2.0,2,4.0,4,[10647],['מחלף אשדוד צפון'],True,True,True,True,True,0.0
מחלף אשדוד צפון - מחלף יבנה,מחלף אשדוד צפון - מחלף יבנה,40060.0,4,60,3,26.0,26,16.0,16,25.0,25,[10647],['מחלף אשדוד צפון'],True,True,True,True,True,0.0
מחלף יבנה - מחלף חולות,מחלף יבנה - מחלף חולות,40061.0,4,61,1,5.0,3,13.0,11,3.0,3,"[303, 4210]","['מחלף יבנה', 'גשר פלמחים']",True,False,False,True,False,-4.0
מחלף יבנה - מחלף חולות,מחלף יבנה - מחלף חולות,40061.0,4,61,3,39.0,30,61.0,47,64.0,48,"[303, 4210]","['מחלף יבנה', 'גשר פלמחים']",True,False,False,False,False,-39.0
מחלף חולות - מחלף ראשון דרום,מחלף חולות - מחלף ראשון דרום,40062.0,4,62,1,3.0,3,4.0,4,1.0,1,[4099],['מחלף חולות'],True,True,True,True,True,0.0
מחלף חולות - מחלף ראשון דרום,מחלף חולות - מחלף ראשון דרום,40062.0,4,62,3,15.0,15,18.0,18,22.0,22,[4099],['מחלף חולות'],True,True,True,True,True,0.0
מחלף ראשון דרום - מחלף גן רווה,מחלף ראשון דרום - מחלף גן רווה,40066.0,4,66,1,1.0,1,0.0,0,0.0,0,"[3921, 4177]","['צומת', 'מחלף ראשון דרום']",True,True,True,True,True,0.0
מחלף ראשון דרום - מחלף גן רווה,מחלף ראשון דרום - מחלף גן רווה,40066.0,4,66,3,9.0,9,16.0,16,14.0,14,"[3921, 4177]","['צומת', 'מחלף ראשון דרום']",True,True,True,True,True,0.0
מחלף גן רווה - מחלף ראשון לציון,מחלף גן רווה - מחלף ראשון לציון,40070.0,4,70,1,1.0,1,2.0,2,3.0,3,[307],['מחלף גן רווה'],True,True,True,True,True,0.0
,מחלף גן רווה - מחלף ראשון לציון,40070.0,4,70,3,,14,,13,,17,[307],['מחלף גן רווה'],False,False,False,False,False,44.0
מחלף ראשון לציון - מחלף חולון מזרח,מחלף ראשון לציון - מחלף חולון מזרח,40080.0,4,80,1,1.0,1,4.0,4,5.0,5,[309],['מחלף ראשון לציון'],True,True,True,True,True,0.0
,מחלף ראשון לציון - מחלף חולון מזרח,40080.0,4,80,3,,29,,30,,46,[309],['מחלף ראשון לציון'],False,False,False,False,False,105.0
מחלף חולון מזרח - מחלף השבעה,מחלף חולון מזרח - מחלף השבעה,40084.0,4,84,1,7.0,7,3.0,3,3.0,3,"[4178, 4209]","['מחלף חולון מזרח', 'כניסה לתחנת דלק סיירים']",True,True,True,True,True,0.0
מחלף חולון מזרח - מחלף השבעה,מחלף חולון מזרח - מחלף השבעה,40084.0,4,84,3,20.0,20,29.0,29,26.0,26,"[4178, 4209]","['מחלף חולון מזרח', 'כניסה לתחנת דלק סיירים']",True,True,True,True,True,0.0
מחלף השבעה - מחלף גנות,מחלף השבעה - מחלף גנות,40090.0,4,90,1,13.0,13,10.0,10,18.0,18,[311],['מחלף השבעה'],True,True,True,True,True,0.0
מחלף השבעה - מחלף גנות,מחלף השבעה - מחלף גנות,40090.0,4,90,3,18.0,18,28.0,28,35.0,35,[311],['מחלף השבעה'],True,True,True,True,True,0.0
מחלף גנות - מחלף מסובים,מחלף גנות - מחלף מסובים,40100.0,4,100,1,9.0,9,7.0,7,16.0,16,"[5, 10214, 12278]","['מחלף גנות', 'צומת לגנות רח הגפן', 'כניסה לחירייה']",True,True,True,True,True,0.0
מחלף גנות - מחלף מסובים,מחלף גנות - מחלף מסובים,40100.0,4,100,3,40.0,40,59.0,59,66.0,66,"[5, 10214, 12278]","['מחלף גנות', 'צומת לגנות רח הגפן', 'כניסה לחירייה']",True,True,True,True,True,0.0
מחלף מסובים - מחלף אלוף שדה,מחלף מסובים - מחלף אלוף שדה,40110.0,4,110,1,12.0,12,17.0,17,13.0,13,[313],['מחלף מסובים'],True,True,True,True,True,0.0
מחלף מסובים - מחלף אלוף שדה,מחלף מסובים - מחלף אלוף שדה,40110.0,4,110,3,65.0,65,69.0,69,65.0,65,[313],['מחלף מסובים'],True,True,True,True,True,0.0
מחלף אלוף שדה - מחלף בר אילן,מחלף אלוף שדה - מחלף בר אילן,40120.0,4,120,1,7.0,7,4.0,4,8.0,8,[315],['מחלף אלוף שדה'],True,True,True,True,True,0.0
מחלף אלוף שדה - מחלף בר אילן,מחלף אלוף שדה - מחלף בר אילן,40120.0,4,120,3,48.0,48,50.0,50,52.0,52,[315],['מחלף אלוף שדה'],True,True,True,True,True,0.0
מחלף בר אילן - מחלף גבעת שמואל,מחלף בר אילן - מחלף גבעת שמואל,40130.0,4,130,1,11.0,11,10.0,10,11.0,13,[317],['מחלף בר אילן'],True,True,True,False,False,2.0
מחלף בר אילן - מחלף גבעת שמואל,מחלף בר אילן - מחלף גבעת שמואל,40130.0,4,130,3,47.0,48,55.0,57,67.0,68,[317],['מחלף בר אילן'],True,False,False,False,False,4.0
מחלף גבעת שמואל - מחלף גהה,מחלף גבעת שמואל - מחלף גהה,40138.0,4,138,1,5.0,6,5.0,6,3.0,4,"[319, 3924]","['מחלף גבעת שמואל', 'גשר הולכי רגל']",True,False,False,False,False,3.0
מחלף גבעת שמואל - מחלף גהה,מחלף גבעת שמואל - מחלף גהה,40138.0,4,138,3,20.0,28,25.0,36,27.0,36,"[319, 3924]","['מחלף גבעת שמואל', 'גשר הולכי רגל']",True,False,False,False,False,28.0
,מחלף גהה - מחלף אם המושבות,40139.0,4,139,1,,2,,5,,11,[321],['מחלף גהה'],False,False,False,False,False,18.0
,מחלף גהה - מחלף אם המושבות,40139.0,4,139,3,,17,,28,,23,[321],['מחלף גהה'],False,False,False,False,False,68.0
מחלף גהה - מחלף מורשה,מחלף אם המושבות - מחלף מורשה,40140.0,4,140,1,9.0,7,14.0,9,12.0,1,[9537],['מחלף אם המושבות'],False,False,False,False,False,-18.0
מחלף גהה - מחלף מורשה,מחלף אם המושבות - מחלף מורשה,40140.0,4,140,3,27.0,10,44.0,16,45.0,22,[9537],['מחלף אם המושבות'],False,False,False,False,False,-68.0
מחלף מורשה - צומת רעננה,מחלף מורשה - צומת רעננה,40150.0,4,150,1,16.0,16,30.0,30,25.0,25,"[323, 3609, 4112, 10702]","['מחלף מורשה', 'כניסה למפעל', 'מחלף רעננה - דרום', 'כניסה להוד השרון רח זבוטינסקי']",True,True,True,True,True,0.0
מחלף מורשה - צומת רעננה,מחלף מורשה - צומת רעננה,40150.0,4,150,3,45.0,45,49.0,49,65.0,65,"[323, 3609, 4112, 10702]","['מחלף מורשה', 'כניסה למפעל', 'מחלף רעננה - דרום', 'כניסה להוד השרון רח זבוטינסקי']",True,True,True,True,True,0.0
צומת רעננה - מחלף רעננה - צפון (צפ`),צומת רעננה - מחלף רעננה - צפון (צפ`),40152.0,4,152,1,2.0,2,7.0,7,5.0,5,[325],['צומת רעננה'],True,True,True,True,True,0.0
צומת רעננה - מחלף רעננה - צפון (צפ`),צומת רעננה - מחלף רעננה - צפון (צפ`),40152.0,4,152,3,14.0,14,14.0,14,12.0,11,[325],['צומת רעננה'],True,True,True,False,False,-1.0
מחלף רעננה - צפון (צפ`) - מחלף דרור,מחלף רעננה - צפון (צפ`) - מחלף דרור,40158.0,4,158,1,4.0,4,11.0,11,14.0,14,"[327, 329, 331, 332, 333, 3610]","['מחלף רעננה - צפון (צפ`)', 'מחלף בצרה', 'צומת בני ציון', 'מחלף הדרים', 'כניסה לתל מונד', 'כניסה למפעל']",True,True,True,True,True,0.0
מחלף רעננה - צפון (צפ`) - מחלף דרור,מחלף רעננה - צפון (צפ`) - מחלף דרור,40158.0,4,158,3,33.0,33,27.0,27,31.0,31,"[327, 329, 331, 332, 333, 3610]","['מחלף רעננה - צפון (צפ`)', 'מחלף בצרה', 'צומת בני ציון', 'מחלף הדרים', 'כניסה לתל מונד', 'כניסה למפעל']",True,True,True,True,True,0.0
מחלף דרור - צומת השרון,מחלף דרור - צומת הדסים,40160.0,4,160,1,2.0,1,4.0,3,8.0,1,"[335, 337]","['מחלף דרור', 'כניסה לאבן יהודה (מזרח)']",False,False,False,False,False,-9.0
מחלף דרור - צומת השרון,מחלף דרור - צומת הדסים,40160.0,4,160,3,26.0,4,42.0,15,42.0,12,"[335, 337]","['מחלף דרור', 'כניסה לאבן יהודה (מזרח)']",False,False,False,False,False,-79.0
,צומת הדסים - צומת פרדסייה,40166.0,4,166,1,,0,,0,,4,"[339, 341]","['צומת הדסים', 'כניסה לאילנות']",False,False,False,False,False,4.0
,צומת הדסים - צומת פרדסייה,40166.0,4,166,3,,4,,6,,12,"[339, 341]","['צומת הדסים', 'כניסה לאילנות']",False,False,False,False,False,22.0
"צומת השרון - צומת הרא""ה","צומת השרון - צומת הרא""ה",40170.0,4,170,1,16.0,16,10.0,10,16.0,16,"[345, 347, 349, 351, 353, 355, 357, 359]","['צומת השרון', 'צומת רופין', 'צומת כפר חיים', 'כניסה למשמר השרון', 'צומת העוגן', 'כניסה למעברות ישן', 'צומת חפר', 'כניסה לאלישיב']",True,True,True,True,True,0.0
"צומת השרון - צומת הרא""ה","צומת השרון - צומת הרא""ה",40170.0,4,170,3,33.0,33,65.0,65,61.0,61,"[345, 347, 349, 351, 353, 355, 357, 359]","['צומת השרון', 'צומת רופין', 'צומת כפר חיים', 'כניסה למשמר השרון', 'צומת העוגן', 'כניסה למעברות ישן', 'צומת חפר', 'כניסה לאלישיב']",True,True,True,True,True,0.0
"צומת הרא""ה - צומת יער חדרה","צומת הרא""ה - צומת יער חדרה",40180.0,4,180,1,3.0,3,2.0,2,0.0,0,"[361, 3942]","['צומת הרא""ה', ""כניסה לא' תעשייה חפר""]",True,True,True,True,True,0.0
"צומת הרא""ה - צומת יער חדרה","צומת הרא""ה - צומת יער חדרה",40180.0,4,180,3,11.0,11,15.0,15,13.0,13,"[361, 3942]","['צומת הרא""ה', ""כניסה לא' תעשייה חפר""]",True,True,True,True,True,0.0
צומת יער חדרה - צומת חדרה,צומת יער חדרה - צומת חדרה,40185.0,4,185,1,2.0,2,6.0,6,1.0,1,"[9131, 9986]","['יישוב חדרה רח ביאליק', 'צומת יער חדרה']",True,True,True,True,True,0.0
