NAME,SEMEL,ENGLISH_NAME,DISTRICT,NAPA,NATURAL_ZONE,MUNICIPAL_STANCE,METROPOLITAN,RELIGION,POPULATION,OTHER,JEWS,ARAB,FOUNDED,TZURA,IRGUN,CENTER,ALTITUDE,PLANNING,POLICE,YEAR,TAATIK
מחנה הילה*,1411,MAHANE HILLA,4,44,442,27,143,,,,,,,510,,1710064600,,499,15002488,2017,Mahane Hilla
מחנה טלי*,1418,MAHANE TALI,6,62,626,48,,,,,,,,510,,1680051800,,699,10001918,2017,Mahane Tali
מחנה יהודית*,1413,MAHANE YEHUDIT,2,23,234,9,,,,,,,,510,,2170073000,,299,10004411,2017,Mahane Yehudit
מחנה יוכבד*,1416,MAHANE YOKHEVED,6,62,627,53,,,,,,,,510,,1930042700,,699,10001955,2017,Mahane Yokheved
מחנה יפה*,1415,MAHANE YAFA,6,62,622,42,,,,,,,,510,,1690057000,,699,10001900,2017,Mahane Yafa
מחנה יתיר,1196,MAHANE YATTIR,6,62,623,,,1,225,0.2,0.2,,1979,350,,2057258396,653,699,10001937,2017,Mahane Yattir
מחנה מרים*,1414,MAHANE MIRYAM,6,61,611,33,,,,,,,,510,,1740062900,,699,10001821,2017,Mahane Miryam
מחנה עדי*,1417,MAHANE ADI,6,62,623,,,,,,,,,510,,2030056900,,699,10001937,2017,Mahane Adi
מחנה תל נוף*,1412,MAHANE TEL NOF,4,44,441,28,143,,,,,,,510,,1830063800,,499,15002488,2017,Mahane Tel Nof
מחניים,308,MAHANAYIM,2,21,213,1,,1,739,0.7,0.7,,1939,330,15,2536376606,264,253,10004540,2017,Mahanayim 
מחסיה,776,MAHSEYA,1,11,112,26,444,1,452,0.5,0.4,,1950,310,2,2007762837,251,151,15000597,2017,Mahseya
מטולה,43,METULA,2,21,211,99,,1,1607,1.6,1.5,,1896,350,,2541579817,442,259,10004591,2017,Metula
מטע,822,MATTA,1,11,111,26,444,1,880,0.9,0.9,,1950,310,1,2059662505,607,151,15000597,2017,Matta
מי עמי,1128,ME AMMI,3,32,323,14,,1,353,0.4,0.3,,1963,320,6,2141671229,463,351,10004249,2017,Me Ammi
מיטב,2054,METAV,2,23,234,8,,1,468,0.5,0.5,,1954,310,1,2285071685,72,204,10000911,2017,Metav
מייסר,649,MEISER,3,32,323,14,,2,1945,,,1.9,,450,,2041670564,57,351,15002436,2017,Meiser
מיצר,4019,MEZAR,2,29,294,71,,1,266,0.3,0.3,,1981,310,15,2692674150,359,219,10004579,2017,Mezar
מירב,1282,MERAV,2,23,231,7,,1,700,0.7,0.7,,1987,330,3,2399170654,395,202,10004568,2017,Merav
מירון,607,MERON,2,21,212,2,,1,938,0.9,0.9,,1949,310,2,2414776580,693,209,10004528,2017,Meron
מישר,731,MESHAR,4,44,441,32,143,1,834,0.8,0.8,,1950,310,10,1768463626,52,456,15002488,2017,Meshar
מיתר,1268,METAR,6,62,623,99,342,1,7749,7.6,7.6,,1984,180,,1940858164,457,615,10001937,2017,Metar
מכורה,3614,MEKHORA,7,75,,75,,1,136,0.1,0.1,,1973,310,10,2401067463,211,712,10003262,2017,Mekhora
מכחול,1343,MAKCHUL,6,62,623,69,,2,490,,,0.5,,450,,2063657760,533,624,10001937,2017,Makchul
מכמורת,382,MIKHMORET,4,41,411,16,141,1,1367,1.4,1.3,,1945,310,1,1883070142,12,409,15000060,2017,Mikhmoret
מכמנים,1202,MIKHMANNIM,2,24,242,56,,1,507,0.5,0.5,,1980,370,7,2309975686,498,205,10004465,2017,Mikhmannim
מלאה,164,MELE'A,2,23,234,8,,1,395,0.4,0.4,,1956,310,1,2225471884,66,204,10000911,2017,Mele'a
מלילות,2044,MELILOT,6,62,621,39,,1,320,0.3,0.3,,1953,310,2,1615158878,112,651,10001930,2017,Melilot
מלכייה,596,MALKIYYA,2,21,212,1,,1,446,0.4,0.4,,1949,330,15,2480477842,652,253,10004591,2017,Malkiyya
מלכישוע,1154,MALKISHUA,2,23,231,7,,1,207,0.2,0.2,,1976,340,,2390970497,517,202,10004568,2017,Malkishua
מנוחה,2030,MENUHA,6,61,611,50,,1,561,0.6,0.6,,1953,310,1,1789561843,103,634,10001813,2017,Menuha
מנוף,1174,MANOF,2,24,241,56,241,1,840,0.8,0.8,,1980,310,10,2224575096,387,205,10004513,2017,Manof
מנות,1205,MANOT,2,24,243,52,,1,424,0.4,0.4,,1980,310,1,2185477151,243,255,10004302,2017,Manot
מנחמיה,48,MENAHEMYA,2,22,221,7,,1,1041,1,1,,1902,350,,2523473022,-154,202,10004552,2017,Menahemya
מנרה,347,MENARA,2,21,212,1,,1,244,0.2,0.2,,1943,330,15,2511778903,848,253,10004591,2017,Menara
מנשית זבדה,994,MANSHIYYET ZABDA,2,25,237,9,,2,1302,,,1.3,,450,,2184573467,104,254,10004411,2017,Manshiyyet Zabda
מסד,1258,MASSAD,2,22,222,3,,1,377,0.4,0.4,,1983,370,13,2398774991,271,206,10004552,2017,Massad
מסדה,263,MASSADA,2,22,221,6,,1,378,0.4,0.4,,1937,330,15,2563973220,-191,214,10004552,2017,Massada
מסילות,298,MESILLOT,2,23,231,7,,1,443,0.4,0.4,,1938,330,15,2448071130,-112,202,10004568,2017,Mesillot 
מסילת ציון,742,MESILLAT ZIYYON,1,11,112,26,444,1,1262,1.3,1.2,,1950,310,1,2011563441,303,151,15000597,2017,Mesillat Ziyyon
מסלול,748,MASLUL,6,62,622,42,344,1,859,0.9,0.9,,1950,310,1,1609258156,110,651,10001893,2017,Maslul
מסעדה,4203,MAS'ADE,2,29,292,99,,2,3592,,,3.6,,290,,2709879298,1034,256,10004579,2017,Mas'ade
מסעודין אל-עזאזמה (שבט),939,MAS'UDIN AL-'AZAZME,6,62,623,,,3,,,,,,460,,1823056730,,699,10001937,2017,Mas'udin al 'Azazma
מעברות,197,MA'BAROT,4,41,411,16,141,1,986,1,1,,1933,330,15,1912669668,14,409,15000060,2017,Ma'barot
מעגלים,1082,MA'GALIM,6,62,621,39,,1,2043,2,2,,1958,190,,1618358958,127,651,10001930,2017,Ma'galim 
מעגן,678,MA'AGAN,2,22,221,6,,1,380,0.4,0.4,,1949,330,15,2565473473,-199,214,10004552,2017,Ma'agan
מעגן מיכאל,694,MA'AGAN MIKHA'EL,3,32,321,15,,1,1942,1.9,1.9,,1949,330,15,1923671802,11,303,10004333,2017,Ma'agan Mikha'el
מעוז חיים,272,MA'OZ HAYYIM,2,23,231,7,,1,488,0.5,0.5,,1937,330,15,2519671104,-245,202,10004568,2017,Ma'oz Hayyim 
מעון,3657,MA'ON,7,77,,78,,1,560,0.6,0.6,,1981,320,11,2155959130,774,715,10003228,2017,Ma'on
מעונה,570,ME'ONA,2,24,243,52,,1,966,1,0.9,,1949,310,1,2247376901,470,255,10004484,2017,Me'ona
מעיין ברוך,416,MA'YAN BARUKH,2,21,211,1,,1,649,0.6,0.6,,1947,330,15,2569979388,200,253,10004591,2017,Ma'yan Barukh
מעיין צבי,290,MA'YAN ZEVI,3,32,322,15,,1,700,0.7,0.7,,1938,330,15,1946771935,96,303,10004333,2017,Ma'yan Zevi
מעיליא,518,MI'ELYA,2,24,243,99,,2,3190,,,3.1,,290,,2244077019,502,258,10004484,2017,Mi'elya
מעלה אדומים,3616,MA'ALE ADUMMIM,7,76,,0,445,1,37817,37.8,36.5,,1975,160,,2291263194,330,706,10003314,2017,Ma'ale Adummim 
מעלה אפרים,3608,MA'ALE EFRAYIM,7,75,,99,,1,1205,1.2,1.1,,1970,350,,2382866422,178,707,10003262,2017,Ma'ale Efrayim
מעלה גלבוע,1127,MA'ALE GILBOA,2,23,231,7,,1,753,0.8,0.8,,1962,330,3,2396070922,429,202,10004568,2017,Ma'ale Gilboa
מעלה גמלא,4008,MA'ALE GAMLA,2,29,293,71,,1,488,0.5,0.5,,1976,310,1,2643975504,113,219,10004579,2017,Ma'ale Gamla
מעלה החמישה,286,MA'ALE HAHAMISHA,1,11,111,26,444,1,739,0.7,0.7,,1938,330,15,2105663611,787,151,10002475,2017,Ma'ale HaHamisha
מעלה לבונה,3752,MA'ALE LEVONA,7,74,,73,,1,813,0.8,0.8,,1983,370,11,2228166239,756,711,10003299,2017,Ma'ale Levona
מעלה מכמש,3651,MA'ALE MIKHMAS,7,74,,73,445,1,1402,1.4,1.4,,1981,370,11,2290864285,585,711,10003299,2017,Ma'ale Mikhmas
מעלה עירון,1327,MA'ALE IRON,3,32,323,99,,2,14583,,,14.6,,270,,2148871748,249,354,10004249,2017,Ma'ale Iron 
מעלה עמוס,3653,MA'ALE AMOS,7,76,,76,,1,421,0.4,0.4,,1981,370,9,2218661154,715,714,15000586,2017,Ma'ale Amos
מעלה שומרון,3637,MA'ALE SHOMERON,7,73,,72,145,1,1045,1,1,,1980,370,9,2067967480,312,710,10003262,2017,Ma'ale Shomeron
מעלות-תרשיחא,1063,MA'ALOT-TARSHIHA,2,24,243,0,,4,21267,16.7,14.2,4.5,1957,160,,2263076886,521,223,10004484,2017,Ma'alot-Tarshiha
מענית,344,MA'ANIT,3,32,324,14,,1,726,0.7,0.7,,1942,330,15,2028770696,64,351,15002436,2017,Ma'anit
"מערב השרון מ""א 16",1876,,4,41,411,16,,,,,,,,530,,1934069710,,,,2017,
"מערב השרון מ""א 18",1877,,4,41,411,18,,,,,,,,530,,1936068670,,,,2017,
"מערב השרון מ""א 19",1878,,4,41,411,19,,,,,,,,530,,1860068190,,,,2017,
מעש,230,MA'AS,4,42,422,20,132,1,857,0.9,0.8,,1935,310,1,1897366353,52,417,10002116,2017,Ma'as
מפלסים,668,MEFALLESIM,6,61,614,37,,1,1007,1,1,,1949,330,15,1584160127,94,651,10001829,2017,Mefallesim
"מפעלי אבשלו""ם",1767, ,6,62,621,41,341,,,,,,,520,,1772359440,,625,10001946,2017,
מפעלי ברקן,1791, ,7,73,,72,,,,,,,,520,,2112666768,,710,10003262,2017,
מפעלי גליל עליון,1706, ,2,21,211,1,,,,,,,,520,,2537378872,,253,10004591,2017,
מפעלי גרנות,1739, ,3,32,324,14,,,,,,,,520,,1959370568,,351,10004261,2017,
מפעלי העמק (יזרעאל),1717, ,2,23,233,9,,,,,,,,520,,2223973007,,254,10004411,2017,
מפעלי חבל מודיעים,1729, ,4,43,432,25,142,,,,,,,520,,1963565732,,424,10002168,2017,
מפעלי חפר,1745, ,4,41,411,16,141,,,,,,,520,,1905370102,,409,15000060,2017,
מפעלי ים המלח(סדום),1775, ,6,62,624,51,,,,,,,,520,,2351754882,,656,10001911,2017,
מפעלי כנות,1753, ,6,61,611,33,143,,,,,,,520,,1773163439,,616,10001821,2017,
מפעלי מישור רותם,1773, ,6,62,626,51,,,,,,,,520,,2180755139,0,656,10001918,2017,
מפעלי מעון,1769, ,6,62,622,38,,,,,,,,520,,1457157816,,651,10001893,2017,
מפעלי נחם הרטוב,1701, ,1,11,112,26,444,,,,,,,520,,1986563029,,151,15000597,2017,
מפעלי צומת מלאכי,1761, ,6,61,611,33,143,,,,,,,520,,1764162579,,616,10001821,2017,
מפעלי צין - ערבה,1776, ,6,62,626,54,,,,,,,,520,,2085152819,,657,10001918,2017,
מפעלי צמח,1711, ,2,22,221,6,,,,,,,,520,,2553773439,,214,10004552,2017,
מפעלי שאן,1719, ,2,23,231,7,,,,,,,,520,,2489571143,,202,10004568,2017,
מצדות יהודה,3745,MEZADOT YEHUDA,7,77,,78,,1,492,0.5,0.5,,1983,320,11,2107158587,875,715,10003228,2017,Mezadot Yehuda
מצובה,325,MAZZUVA,2,24,244,4,,1,1166,1.2,1.1,,1940,330,15,2150377427,92,201,10004302,2017,Mazzuva
מצליח,757,MAZLIAH,4,43,432,30,143,1,1339,1.3,1.3,,1950,310,1,1881164598,81,426,10002228,2017,Mazliah
מצפה,58,MIZPA,2,22,222,3,,1,139,0.1,0.1,,1908,350,,2480474397,86,206,10004552,2017,Mizpa
"מצפה אבי""ב",1222,MIZPE AVIV,2,24,241,56,241,1,994,1,1,,1981,370,10,2190774911,121,205,15002411,2017,Mizpe Aviv
מצפה אילן,1370,MITSPE ILAN,3,32,323,14,,1,390,0.4,0.4,,2009,370,10,2067270748,149,351,10004233,2017,Mitspe Ilan
מצפה יריחו,3576,MIZPE YERIHO,7,75,,73,445,1,2394,2.4,2.4,,1978,190,,2374563592,166,711,10003314,2017,Mizpe Yeriho
מצפה נטופה,1190,MIZPE NETOFA,2,23,237,3,,1,966,1,1,,1979,370,11,2362674534,394,206,10004552,2017,Mizpe Netofa
מצפה רמון,99,MIZPE RAMON,6,62,626,99,,1,5240,5.1,4.7,,1954,180,,1808350381,714,613,10001918,2017,Mizpe Ramon
מצפה שלם,3610,MIZPE SHALEM,7,75,,74,,1,184,0.2,0.2,,1971,330,15,2380960839,-303,713,10003314,2017,Mizpe Shalem
מצר,648,MEZER,3,32,324,14,,1,377,0.4,0.4,,1953,330,15,2046970512,76,351,15002436,2017,Mezer
מקווה ישראל,22,MIQWE YISRA'EL,5,53,513,,123,1,432,0.4,0.4,,1870,340,,1794865963,27,599,10001430,2017,Miqwe Yisra'el
מרגליות,843,MARGALIYYOT,2,21,212,55,,1,396,0.4,0.4,,1951,310,1,2511979109,692,253,10004591,2017,Margaliyyot
מרום גולן,4101,MEROM GOLAN,2,29,292,71,,1,701,0.7,0.7,,1967,330,15,2727778212,977,219,10004579,2017,Merom Golan 
מרחב עם,1340,MERHAV AM,6,62,626,48,,1,448,0.4,0.4,,2002,370,,1834853303,535,620,10001918,2017,Merhav Am
מרחביה (מושב),97,MERHAVYA(MOSHAV),2,23,234,9,,1,672,0.7,0.7,,1922,310,1,2299872327,76,254,10000911,2017,Merhavya(Moshav)
מרחביה (קיבוץ),66,MERHAVYA(QIBBUZ),2,23,234,9,,1,1162,1.2,1.1,,1911,330,15,2291072355,71,254,10000911,2017,Merhavya(Qibbuz)
מרכז אזורי כדורי,1713, ,2,22,221,3,,,,,,,,520,,2384373425,,206,10004552,2017,
מרכז אזורי מרום הגליל,1708, ,2,21,212,2,,,,,,,,520,,2415376687,,209,10004528,2017,
מרכז אזורי משגב,1723, ,2,24,241,56,241,,,,,,,520,,2245675152,,205,10004513,2017,
מרכז אזורי שוהם,1747, ,4,43,432,25,142,,,,,,,520,,1945865531,,424,10002168,2017,
"מרכז כ""ח",1705, ,2,21,211,55,,,,,,,,520,,2535878064,,253,10004591,2017,
"מרכז מיר""ב*",1715, ,3,32,322,15,243,,,,,,,520,,1969972798,,303,10004333,2017,
מרכז שפירא,1098,MERKAZ SHAPPIRA,6,61,611,34,,1,2118,2.1,2.1,,1948,190,,1722562273,50,631,10001821,2017,Merkaz Shappira
משאבי שדה,421,MASH'ABBE SADE,6,62,626,48,,1,453,0.5,0.4,,1949,330,15,1795154587,349,620,10001918,2017,Mash'abbe Sade
משגב דב,765,MISGAV DOV,4,44,441,32,143,1,683,0.7,0.7,,1950,310,9,1754163645,58,456,15002488,2017,Misgav Dov
משגב עם,378,MISGAV AM,2,21,212,1,,1,329,0.3,0.3,,1945,330,15,2515179474,801,253,10004591,2017,Misgav Am
משהד,520,MESHHED,2,25,237,99,,2,8091,,,8.1,,280,,2305873843,268,257,15002369,2017,Meshhed
משואה,3605,MASSU'A,7,75,,75,,1,161,0.2,0.2,,1970,310,6,2464966884,-256,712,10003262,2017,Massu'a
משואות יצחק,620,MASSU'OT YIZHAQ,6,61,611,34,,1,701,0.7,0.7,,1949,320,3,1706562348,60,631,10001821,2017,Massu'ot Yizhaq
משכיות,3785,MASKIYYOT,7,75,,75,,1,276,0.3,0.3,,1986,370,,2476569159,16,712,10003262,2017,Maskiyyot
משמר איילון,670,MISHMAR AYYALON,4,43,432,30,143,1,562,0.6,0.6,,1949,310,1,1949564208,136,426,10002228,2017,Mishmar Ayyalon
משמר דוד,563,MISHMAR DAWID,4,43,432,30,143,1,806,0.8,0.8,,1948,330,15,1906763668,153,426,10002241,2017,Mishmar Dawid
משמר הירדן,732,MISHMAR HAYARDEN,2,21,213,55,,1,766,0.8,0.8,,1949,310,9,2563476779,231,253,10004540,2017,Mishmar HaYarden 
משמר הנגב,395,MISHMAR HANEGEV,6,62,621,41,341,1,907,0.9,0.9,,1946,330,15,1731558585,198,625,10001946,2017,Mishmar HaNegev
משמר העמק,130,MISHMAR HAEMEQ,2,23,234,13,,1,1254,1.3,1.2,,1926,330,15,2136372399,105,254,10000911,2017,Mishmar HaEmeq
משמר השבעה,729,MISHMAR HASHIV'A,4,43,432,40,133,1,984,1,1,,1949,310,19,1834665744,28,425,10002207,2017,Mishmar HaShiv'a
משמר השרון,194,MISHMAR HASHARON,4,41,411,16,141,1,582,0.6,0.6,,1933,330,15,1911269590,19,409,15000060,2017,Mishmar HaSharon
משמרות,213,MISHMAROT,3,32,324,14,,1,888,0.9,0.9,,1933,330,15,1987771030,54,351,10004261,2017,Mishmarot
משמרת,425,MISHMERET,4,41,411,18,141,1,1066,1.1,1,,1946,310,1,1926668164,57,412,15000060,2017,Mishmeret
משען,791,MASH'EN,6,61,614,36,,1,1050,1.1,1,,1950,310,1,1643761845,51,633,10001829,2017,Mash'en 
מתן,1315,MATTAN,4,42,421,20,142,1,3577,3.6,3.6,,1995,190,,1977167393,66,417,10002155,2017,Mattan
מתת,1184,MATTAT,2,24,244,52,,1,193,0.2,0.2,,1979,370,19,2337577178,805,255,10004484,2017,Mattat
מתתיהו,3648,MATTITYAHU,7,74,,73,,1,802,0.8,0.8,,1981,320,8,2031564854,265,711,10003299,2017,Mattityahu
נאות גולן,4551,NE'OT GOLAN,2,29,294,71,,1,594,0.6,0.6,,1967,310,6,2651174368,314,219,10004579,2017,Ne'ot Golan 
נאות הכיכר,1124,NE'OT HAKIKKAR,6,62,624,51,,1,421,0.4,0.4,,1961,310,10,2360653810,-354,656,10001911,2017,Ne'ot HaKikkar
נאות חובב,1770, ,6,62,623,99,,,,,,,,520,,1784356106,,621,10001900,2017,
נאות מרדכי,408,NE'OT MORDEKHAY,2,21,211,1,,1,582,0.6,0.5,,1946,330,15,2560578503,75,253,10004591,2017,Ne'ot Mordekhay
נאות סמדר,1197,NE'OT SMADAR,6,62,627,53,,1,230,0.2,0.2,,1982,330,15,2023144010,407,608,10001955,2017,Ne'ot Smadar
נאעורה,524,NA'URA,2,23,233,8,,2,2241,,,2.2,,290,,2369972443,114,204,10000911,2017,Na'ura
נבטים,396,NEVATIM,6,62,623,41,342,1,919,0.9,0.9,,1946,310,1,1887957013,324,625,10001937,2017,Nevatim 
נגבה,315,NEGBA,6,61,611,35,,1,939,0.9,0.9,,1939,330,15,1699561890,82,632,10001813,2017,Negba
נגוהות,3724,NEGOHOT,7,77,,78,,1,332,0.3,0.3,,1999,370,,1984660013,692,715,10003228,2017,Negohot
נהורה,309,NEHORA,6,61,612,50,,1,1168,1.2,1.2,,1956,350,,1721261462,96,634,10001813,2017,Nehora
נהלל,80,NAHALAL,2,23,234,9,,1,845,0.8,0.8,,1921,310,1,2187373287,85,254,10004411,2017,Nahalal
נהרייה,9100,NAHARIYYA,2,24,245,0,241,1,56071,54.7,49,,1934,150,,2094476809,24,210,10004302,2017,Nahariyya
נוב,4304,NOV,2,29,294,71,,1,900,0.9,0.9,,1973,310,2,2735974881,408,219,10004579,2017,Nov
נוגה,55,NOGAH,6,61,612,50,,1,551,0.6,0.5,,1955,310,1,1710861476,108,634,10001813,2017,Nogah
נווה,1366,NAVE,6,62,622,38,,1,1233,1.2,1.2,,2010,310,11,1364556377,100,651,10001893,2017,Nave
נווה אבות,926,NEWE AVOT,3,32,324,,,,,,,,,510,,1971971016,51,353,10004261,2017,Newe Avot
נווה אור,590,NEWE UR,2,23,231,7,,1,347,0.3,0.3,,1949,330,15,2522172166,-223,202,10004568,2017,Newe Ur
"נווה אטי""ב",4303,NEWE ATIV,2,29,291,71,,1,118,0.1,0.1,,1972,310,10,2695179642,977,219,10004579,2017,Newe Ativ
נווה אילן,405,NEWE ILAN,1,11,111,26,444,1,932,0.9,0.9,,1946,320,15,2077563506,662,151,10002475,2017,Newe Ilan
נווה אילן*,1702, ,1,11,111,26,444,,,,,,,520,,2088363482,,151,10002475,2017,
נווה איתן,296,NEWE ETAN,2,23,231,7,,1,316,0.3,0.3,,1938,330,15,2502271092,-231,202,10004568,2017,Newe Etan
נווה דניאל,3725,NEWE DANIYYEL,7,76,,76,445,1,2370,2.4,2.4,,1982,190,,2137162050,964,714,15000586,2017,Newe Daniyyel
נווה זוהר,1057,NEWE ZOHAR,6,62,624,51,,1,60,0,0,,1972,350,,2347556239,-376,656,10001911,2017,Newe Zohar
נווה זיו,1314,NEWE ZIV,2,24,243,52,,1,941,0.9,0.9,,2000,370,19,2175277020,213,255,10004302,2017,Newe Ziv
נווה חריף,1279,NEWE HARIF,6,62,627,53,,1,116,0.1,0.1,,1987,330,15,2033343880,431,608,10001955,2017,Newe Harif
נווה ים,312,NEWE YAM,3,32,321,15,223,1,241,0.2,0.2,,1939,330,15,1937773169,3,303,10004710,2017,Newe Yam
נווה ימין,686,NEWE YAMIN,4,42,421,20,142,1,1186,1.2,1.1,,1949,310,1,1945167535,37,417,10002133,2017,Newe Yamin
נווה ירק,858,NEWE YARAQ,4,42,421,20,142,1,1350,1.3,1.3,,1951,310,1,1930367108,25,417,10002133,2017,Newe Yaraq
נווה מבטח,827,NEWE MIVTAH,6,61,611,33,143,1,666,0.7,0.7,,1950,310,1,1755863485,60,616,10001821,2017,Newe Mivtah
נווה מיכאל,1071,NEWE MIKHA'EL,1,11,112,26,444,1,770,0.8,0.8,,1958,310,7,2005862006,344,151,15000597,2017,Newe Mikha'el
נווה שלום,1259,NEWE SHALOM,1,11,112,26,444,4,287,0.1,0.1,0.1,1983,350,,1980663612,282,151,15000597,2017,Newe Shalom
נועם,15,NO'AM,6,61,612,34,,1,352,0.4,0.3,,1955,310,2,1799960850,161,631,10001813,2017,No'am
נוף איילון,1333,NOF AYYALON,4,43,431,30,143,1,2216,2.2,2.2,,1994,190,,1990464177,200,426,10002277,2017,Nof Ayyalon
נופים,3790,NOFIM,7,73,,72,145,1,720,0.7,0.7,,1987,350,,2097567351,394,710,10003262,2017,Nofim
נופית,1284,NOFIT,3,31,311,12,222,1,2696,2.7,2.7,,1987,190,,2139474052,179,301,10004207,2017,Nofit
נופך,257,NOFEKH,4,42,422,25,142,1,553,0.6,0.6,,1949,370,19,1926766117,60,424,10002116,2017,Nofekh
נוקדים,3726,NOQEDIM,7,76,,76,445,1,2160,2.2,2.1,,1982,190,,2231761702,587,714,15000586,2017,Noqedim
נורדייה,447,NORDIYYA,4,41,411,18,141,1,1928,1.9,1.9,,1948,320,9,1904669131,50,412,15000060,2017,Nordiyya
נורית,833,NURIT,2,23,232,8,,1,126,0.1,0.1,,1950,370,,2340471629,130,204,10000911,2017,Nurit
נחושה,59,NEHUSHA,1,11,112,26,444,1,1336,1.3,1.3,,1982,310,2,1957061535,409,151,15000597,2017,Nehusha
"נחל יפתחאל מ""א 3",1883,,2,23,237,3,,,,,,,,530,,2291074310,,,,2017,
נחל עוז,844,NAHAL OZ,6,61,614,37,,1,385,0.4,0.4,,1951,330,15,1522759807,70,651,10001930,2017,Nahal Oz
"נחל תבור מ""א 8",1861,,2,23,233,8,,,,,,,,530,,2525072450,,,,2017,
נחלה,2045,NAHALA,6,61,611,35,,1,682,0.7,0.7,,1953,310,1,1806161848,122,632,10001813,2017,Nahala
נחליאל,3767,NAHALI'EL,7,74,,73,,1,663,0.7,0.7,,1984,370,8,2133465348,575,711,10003299,2017,Nahali'el
נחלים,449,NEHALIM,4,42,422,25,142,1,1615,1.6,1.6,,1948,310,2,1918666290,49,424,10002116,2017,Nehalim
נחם,809,NAHAM,1,11,112,26,444,1,529,0.5,0.5,,1950,310,2,2004063042,251,151,15000597,2017,Naham
נחף,522,NAHEF,2,24,242,99,,2,12629,,,12.6,,270,,2299875998,317,260,15002358,2017,Nahef
נחשולים,433,NAHSHOLIM,3,32,321,15,243,1,663,0.7,0.6,,1948,330,15,1928272439,5,303,10004333,2017,Nahsholim
נחשון,777,NAHSHON,1,11,112,26,,1,551,0.5,0.5,,1950,330,15,1959063762,175,151,15000597,2017,Nahshon
נחשונים,705,NAHSHONIM,4,42,422,20,142,1,384,0.4,0.4,,1949,330,15,1953266313,89,417,10002168,2017,Nahshonim 
נטועה,1147,NETU'A,2,24,244,52,,1,289,0.3,0.3,,1966,310,1,2305777439,645,255,10004484,2017,Netu'a
נטור,4014,NATUR,2,29,294,71,,1,702,0.7,0.7,,1980,310,,2708175106,423,219,10004579,2017,Natur
נטע,1369,NETA,6,61,612,50,,1,491,0.5,0.5,,2012,370,11,1930059846,425,634,10001813,2017,Neta
נטעים,174,NETA'IM,4,44,442,27,143,1,600,0.6,0.6,,1932,310,1,1789265031,50,456,15002488,2017,Neta'im 
נטף,1254,NATAF,1,11,111,26,444,1,429,0.4,0.4,,1982,370,19,2065063769,509,151,10002475,2017,Nataf
ניין,523,NEIN,2,23,233,66,,2,1814,,,1.8,,450,,2329772632,229,251,10000911,2017,Nein
"ניל""י",3655,NILI,7,74,,73,145,1,1597,1.6,1.6,,1981,370,11,2046365225,332,711,10003299,2017,Nili
ניצן,351,NIZZAN,6,61,614,36,,1,2144,2.1,2.1,,1949,350,,1651362761,39,633,10001805,2017,Nizzan
ניצן ב',1419,NIZZAN B,6,61,614,36,,1,820,0.8,0.8,,2007,350,,1656462723,37,633,10001805,2017,Nizzan B
ניצנה (קהילת חינוך),1195,NIZZANA (QEHILAT HINUH),6,62,626,48,,1,224,0.2,0.1,,1980,340,,1445953307,226,620,10001918,2017,Nizzana (Qehilat Hinuh)
ניצני סיני,1280,NIZZANE SINAY,6,62,626,48,,1,279,0.3,0.3,,1986,310,1,1422953514,233,620,10001918,2017,Nizzane Sinay
ניצני עוז,851,NIZZANE OZ,4,41,412,18,141,1,1112,1.1,1.1,,1951,310,1,2005969026,43,412,10002155,2017,Nizzane Oz
ניצנים,359,NIZZANIM,6,61,614,36,,1,377,0.4,0.4,,1943,330,6,1653962513,35,633,10001821,2017,Nizzanim
ניר אליהו,808,NIR ELIYYAHU,4,42,421,20,141,1,533,0.5,0.5,,1950,330,15,1953667822,61,417,10002133,2017,Nir Eliyyahu
ניר בנים,553,NIR BANIM,6,61,611,33,143,1,728,0.7,0.7,,1954,310,1,1768262001,85,616,10001821,2017,Nir Banim
ניר גלים,720,NIR GALLIM,4,44,441,29,143,1,1426,1.4,1.4,,1949,320,2,1700663698,21,456,10001836,2017,Nir Gallim
ניר דוד (תל עמל),256,NIR DAWID (TEL AMAL),2,23,231,7,,1,704,0.7,0.7,,1936,330,15,2431571219,-103,202,10004568,2017,Nir Dawid (Tel Amal)
"ניר ח""ן",11,NIR HEN,6,61,612,50,,1,558,0.6,0.5,,1955,310,1,1729761304,104,634,10001813,2017,Nir Hen
ניר יפה,165,NIR YAFE,2,23,234,8,,1,682,0.7,0.7,,1956,310,1,2232871942,63,204,10000911,2017,Nir Yafe
ניר יצחק,402,NIR YIZHAQ,6,62,622,38,,1,631,0.6,0.6,,1949,330,15,1387857210,91,651,10001893,2017,Nir Yizhaq
ניר ישראל,699,NIR YISRA'EL,6,61,614,36,,1,870,0.9,0.9,,1949,310,6,1656062178,41,633,10001821,2017,Nir Yisra'el
ניר משה,2047,NIR MOSHE,6,62,621,42,,1,574,0.6,0.6,,1953,310,1,1649559852,139,651,10001930,2017,Nir Moshe
ניר עוז,69,NIR OZ,6,62,622,38,,1,394,0.4,0.4,,1955,330,15,1430758018,106,651,10001893,2017,Nir Oz
ניר עם,348,NIR AM,6,61,614,37,,1,553,0.6,0.5,,1943,330,15,1601360324,116,651,10001829,2017,Nir Am
ניר עציון,769,NIR EZYON,3,32,322,15,243,1,949,0.9,0.9,,1950,320,3,1994173390,211,303,10004333,2017,Nir Ezyon
