kod,teur,SemelYeshuv
9000,מזרע,104
101,בית ראשון במולדת,106
102,חיטה,106
103,שעורה,106
104,גפן,106
105,תאנה,106
106,רימון,106
107,זית,106
108,תמר,106
9000,כפר גדעון,106
9000,כפר סילבר,107
104,שערי תורה,112
105,המייסדים,112
106,התמר,112
107,נחל קדומים,112
108,נחלת יעקב,112
109,בית קמה,112
110,הפועל המזרחי,112
111,עבודת ישראל,112
112,עלית הנוער,112
113,גבורי התהילה,112
115,תל רגב,112
6500,ש משכנות,112
6501,ש המזרחי,112
6502,ש עמידר,112
6503,ש רסקו,112
9000,כפר חסידים א',112
9000,אדירים,113
101,אלמוג,115
102,הסנונית,115
103,השלדג,115
104,כוכב הים,115
105,מורד הנחל,115
106,שחף,115
107,שונית,115
108,הצדף,115
109,האקליפטוס,115
110,השקמים,115
9000,חופית,115
101,הארז,122
102,האורן,122
104,חוות נוה יער,122
105,התאנה,122
106,מעלה לבונה,122
108,אמנון ותמר,122
109,מעלה פרג,122
110,סמ ציפורן,122
111,האתרוג,122
112,האלון,122
113,ההדס,122
114,השיזף,122
115,הרימון,122
116,הרקפות,122
117,היסמין,122
118,הדקל,122
119,הערבה,122
120,הדגן,122
121,הכלניות,122
122,הנרקיסים,122
123,מעלה הגפן,122
124,סמ הזית,122
125,סמ התמר,122
126,מעלה החורש,122
127,מעלה הרדוף,122
128,האיריסים,122
129,דפנה,122
130,סמ לילך,122
131,סמ הורד,122
132,מורן,122
133,הצאלון,122
134,הצבעוני,122
135,השקמים,122
136,סמ החרוב,122
137,סמ השקד,122
138,האגוז,122
139,אדמונית החורש,122
140,עירית,122
141,דבורנית,122
142,תלתן,122
143,מעלה שקמה,122
144,הפרגים,122
145,חלמית,122
146,המרגניות,122
147,היקינטון,122
148,החצבים,122
149,סמ הסביון,122
150,מעלה כרכום,122
151,כליל החורש,122
152,סמ ההדר,122
153,סמ הלוטם,122
154,סמ האלה,122
155,סמ מור,122
156,הברוש,122
157,מעלה שיטים,122
158,הצפצפה,122
159,אקליפטוס,122
160,חורש האלונים,122
161,סמ מרגנית,122
162,הפרדס,122
164,קורנית,122
166,חרצית,122
167,חבצלת,122
168,אשל,122
169,מרווה,122
170,אזור תעשיה,122
171,סיגליות,122
172,מעלה דולב,122
173,יערה,122
174,סמ נוריות,122
175,סמ השסק,122
176,סמ אשחר,122
177,סמ הכרם,122
178,ספיון,122
179,אורנית,122
180,אלמון,122
181,צבר,122
182,סיגלון,122
183,סמ השיזף,122
184,אפרסק,122
185,סתוונית,122
186,סמ ריחן,122
187,סמ לימונית,122
188,רוזמרין,122
189,תות,122
190,קוקוס,122
191,נקטרינה,122
192,פקאן,122
193,מנגו,122
194,אגס,122
195,תפוח,122
196,דובדבן,122
197,מטע,122
198,גומא,122
199,לימון,122
200,אפרסמון,122
202,סחלב,122
203,פיקוס,122
204,החורשה,122
6501,ש עובדים,122
6502,ש עמידר,122
6503,שכון ב,122
6504,שכון חילים,122
9000,רמת ישי,122
101,בית ראשון במולדת,126
102,ניצנים,126
103,לפיד,126
104,אנפה,126
105,ברוש,126
106,שלהבת,126
107,שקד,126
108,אורן,126
109,נשר,126
110,שיבולים,126
111,איילה,126
112,אלמוג,126
113,זמיר,126
114,ערבה,126
115,עופר,126
116,חבצלת,126
117,מעיין,126
118,דגן,126
119,עומר,126
120,חצב,126
121,זית,126
122,אילנות,126
123,אלון,126
124,רקפת,126
125,סחלב,126
126,צבעוני,126
127,פשוש,126
128,שחר,126
129,גפן,126
9000,שריד,126
101,אכסנית נוער,127
102,גדוד העבודה,127
9000,רמת רחל,127
101,אילנות,128
102,הברוש,128
103,התפוז,128
104,האקליפטוס,128
9000,גת רימון,128
101,מרכז קליטה,130
9000,משמר העמק,130
101,לבנית,132
102,עיטם,132
103,סלעית,132
104,אגמית,132
105,סייפן,132
106,חופית,132
107,סיקסק,132
108,שקנאי,132
109,מגלן,132
9000,כפר ברוך,132
9000,גבת,133
101,בית ראשון במולדת,134
102,דרך המשק,134
103,שלושת הברושים,134
104,הראשונים,134
105,העמק,134
106,הגנים,134
107,שביל החלב,134
108,דרך החצר,134
110,הסלע,134
111,דרך ראשית ההתיישבות,134
112,הגיתות,134
113,השרון-גבת,134
114,מעלה הגבעה,134
115,הצריפים,134
116,הפרדס,134
117,השדה,134
118,הכרם,134
9000,יפעת,134
7001,מחנה יהודית,135
9000,רמת דוד,135
9000,עין שמר,139
101,דרך המייסדים,140
102,דרך הרכבת,140
103,שדרת מגדל המים,140
104,דרך הפרדס,140
105,דרך התבואה,140
106,דרך בית העם,140
107,הגנים,140
108,הדקלים,140
109,סמטת התמר,140
110,הגורן,140
111,סמטת חרמש,140
112,דרך התיישבות בנים,140
113,אלה,140
114,אלון,140
115,דולב,140
116,זית,140
117,ברוש,140
118,גפן,140
119,רימון,140
120,פקאן,140
121,אסיף,140
122,קציר,140
123,סמטת החיטה,140
124,עומר,140
125,מגל,140
126,בעלי המלאכה,140
9000,כפר יהושע,140
9000,ברק,141
101,נוה עמיאל,142
102,דרך המיסדים,142
103,"דרך שח""ל",142
104,מעלה הגורן,142
105,מעלה המגדל,142
106,מעלה הגבעה,142
107,דרך חריש,142
108,דרך קטיף,142
109,דרך המעין,142
110,דרך ארץ,142
111,דרך עליית הנוער,142
112,משעול הגנים,142
113,דרך השדות,142
114,דרך הנחל,142
115,דרך האלון,142
6001,כיכר המחלבה,142
9000,שדה יעקב,142
101,בית ראשון במולדת,143
9000,בית זרע,143
9000,גן שלמה,144
9000,גדיש,145
9000,דבורה,146
100,השקד,147
101,הדקל,147
102,השיזף,147
103,האשל,147
104,התאנה,147
105,השיטה,147
106,האלה,147
6500,שכ יחד,147
9000,גבעת ברנר,147
101,החרוב,154
102,הגולן,154
103,ההדרים,154
104,ארבל,154
105,נבו,154
106,הרותם,154
107,סיני,154
108,כנען,154
109,משעול המרוה,154
114,אורנית,154
115,הדקל,154
116,האלה,154
117,השקד,154
118,האלון,154
119,התאנה,154
120,התמר,154
121,האורן,154
122,פולג,154
125,דרך בני דרור,154
126,משעול התאנה,154
151,מצדה,154
152,הגלבוע,154
153,הגפן,154
154,מירון,154
155,הכרמל,154
156,התבור,154
157,משעול מוריה,154
158,השקמה,154
159,הרימון,154
160,החרמון,154
161,האחווה,154
162,הרעות,154
163,האהבה,154
164,הידידות,154
165,השלווה,154
166,התקוה,154
167,החרות,154
170,דן,154
171,הירמוך,154
172,לכיש,154
173,הבשור,154
174,שורק,154
175,הירדן,154
176,זויתן,154
177,הפרדס,154
178,מעלה הפרדס,154
179,הדובדבן,154
180,הפטל,154
181,השיזף,154
182,התפוח,154
183,האגס,154
184,האפרסמון,154
185,יער להב,154
186,יער חורשים,154
187,יער בארי,154
188,יער לביא,154
189,יער בית קשת,154
190,יער האילנות,154
191,יער ציפורי,154
192,יער ברעם,154
193,יער אלונים,154
194,יער מגידו,154
200,הירקון,154
201,האיריס,154
202,הנרקיס,154
203,הדפנה,154
204,ההדס,154
205,הורד,154
206,החרצית,154
207,הרקפת,154
208,הנורית,154
209,הכלנית,154
210,הסביון,154
211,דרך הראשונים,154
212,הלילך,154
213,החבצלת,154
214,הסיגלית,154
215,החצב,154
216,הסייפן,154
217,דליה,154
218,דולב,154
219,המרגנית,154
220,הצבעוני,154
221,היסמין,154
222,בת חן,154
223,השחף,154
224,הדוכיפת,154
225,הסלעית,154
226,הסנונית,154
227,הזמיר,154
228,האנפה,154
229,החסידה,154
230,הצופית,154
231,המטעים,154
232,הצבר,154
233,התפוז,154
234,הברוש,154
235,הלימון,154
236,הפקאן,154
237,המנגו,154
238,זית,154
239,דרור,154
240,דרך הלורד,154
241,אבני חן,154
242,הספיר,154
243,המרגלית,154
244,היהלום,154
245,שוהם,154
246,ברקת,154
247,הארגמן,154
248,הלשם,154
249,העפרוני,154
250,החוחית,154
251,דרך אבנט,154
252,הטופז,154
253,האודם,154
254,הערבה,154
255,הנוטע,154
256,הזורע,154
257,הבוצר,154
258,הכורם,154
6500,כפר זיו,154
6501,מחנה עולים,154
6502,נוה עובד ב,154
6503,ש אלי כהן,154
6504,ש הדר חיים א,154
6505,ש וולפסון,154
6506,ש נוה שפרינצק,154
6507,ש נוה עובד א,154
6508,ש עמידר צריפ,154
6509,שכ אשכול,154
6510,שכ יעקב,154
6511,ש הדר חיים ב,154
6512,ש הדר חיים ג,154
6514,קרית חינוך,154
6515,אזור תעשייה,154
7001,כלא תל מונד,154
9000,תל מונד,154
101,שכ קרוונים,155
9000,באר טוביה,155
9000,עיינות,156
101,הירדן,157
102,הנחל,157
103,המעיין,157
104,דרור,157
105,הפרסה,157
106,הראשונים,157
107,הברכות,157
108,הדרים,157
109,צאלון,157
110,הנוער,157
111,דרך בית הכנסת,157
112,באר-גן,157
113,הפרדס,157
114,הצבר,157
115,האלון,157
116,הכלנית,157
117,הצבעוני,157
118,התורמוס,157
119,השזיף,157
120,הסביון,157
121,הסייפן,157
126,הלימון,157
127,התפוז,157
128,היובל,157
6001,ככר העם,157
6002,ככר הברכות,157
6003,ככר הראשונים,157
6005,ככר הצאלון,157
6006,ככר הירדן,157
9000,עין ורד,157
101,אולפן קיבוץ,158
9000,נען,158
101,דרך המיסדים,159
102,דרך הצבר,159
103,גבעת האילנות,159
104,גבעת ההתיישבות,159
105,דרך הברושים,159
106,דרך המגשימים,159
9000,בית חנן,159
9000,חולדה,160
101,המשתלה,162
102,הבאר,162
103,הצבעוני,162
104,הצבר,162
105,האתרוג,162
106,דרך המייסדים,162
107,הבנים,162
108,ההרחבה,162
109,האנפה,162
110,הפיקוס,162
111,השיזף,162
112,האלון,162
113,עין התכלת,162
114,בת-חן,162
115,דרך השקמים,162
116,דרך השדות,162
117,נוף,162
118,השקד,162
120,סמ העירית,162
121,סמ הכלנית,162
122,סמ החצב,162
123,דרור,162
124,דרך הפרדס,162
6500,שכ בנים,162
9000,חירות,162
101,שכ קרוונים,163
9000,תימורים,163
101,הזית,164
102,תאנה,164
103,רימון,164
104,הגפן,164
9000,מלאה,164
101,הארז,165
102,האלה,165
103,השקד,165
104,הערבה,165
105,הברוש,165
106,האתרוג,165
107,הזית,165
108,האלון,165
9000,ניר יפה,165
9000,עין החורש,167
101,הראשונים,170
102,הפרחים,170
103,הפרדסים,170
104,הכרמים,170
105,דרך הגת,170
106,הבאר,170
107,האשל,170
108,דרך הנירים,170
109,דרך הגבעה,170
110,החורש,170
111,הנחל,170
112,הגורן,170
113,הבוסתן,170
9000,כפר יעבץ,170
101,דרך הצנחנים,171
102,"רמב""ם",171
103,פישר יונה,171
104,החרצית,171
105,שרת,171
106,סמ השחף,171
107,סמ הדרור,171
108,סמ התור,171
109,סמ היונה,171
110,שד בן גוריון,171
111,האקליפטוס,171
112,שבזי שלום,171
113,שד ניסים,171
114,שביל הארזים,171
115,התהילה,171
116,הברוש,171
117,הגפן,171
118,התמר,171
119,הרימון,171
120,האלה,171
121,הדקל,171
122,האלון,171
123,הארז,171
124,שד הנשיא,171
125,הרקפת,171
126,התאנה,171
127,הנרקיס,171
128,דרך המייסדים,171
129,הסביון,171
130,הכלנית,171
131,האירוס,171
132,החצב,171
133,השקמה,171
134,השקד,171
135,החרוב,171
136,הצבר,171
137,האגוז,171
138,התות,171
139,הזית,171
140,שביל הרימון,171
141,התפוח,171
142,היסמין,171
143,השושן,171
144,הורד,171
145,הרותם,171
146,התדהר,171
147,הפטל,171
148,הדובדבן,171
149,הפיקוס,171
150,שד ההדרים,171
151,הפקאן,171
152,שביל הארז,171
153,שביל התמר,171
154,האורן,171
155,הערבה,171
156,האשל,171
157,הצאלון,171
158,הנורית,171
159,סמ הורד,171
160,"בי""ח לב השרון",171
170,סיגלית,171
171,בשמת,171
172,הדס,171
173,אשחר,171
174,לוטם,171
175,יערה,171
176,חמנית,171
177,קינמון,171
178,ריחן,171
179,מרווה,171
180,צבעוני,171
181,ניצנית,171
182,פרג,171
183,לילך,171
184,עולש,171
185,סייפן,171
190,דרך הרעות,171
191,דרך האחווה,171
192,דרך השלווה,171
193,שניר,171
194,דן,171
195,איילון,171
196,הירדן,171
197,ערוגות,171
198,הבשור,171
199,מירון,171
200,התבור,171
201,הגלבוע,171
202,הכרמל,171
203,הארבל,171
204,החרמון,171
205,האודם,171
206,שגיא,171
6500,מחנה א,171
6501,מחנה ב,171
6502,מחנה ה,171
6503,מחנה ו,171
6505,נאות השרון,171
6506,גני השרון,171
6507,רמות נתניה,171
6508,הדר השרון,171
9000,פרדסיה,171
9000,גבעת חיים (מאוחד),173
9000,נטעים,174
101,הבנים,175
102,הגדוד העברי,175
103,ההגנה,175
104,העצמאות,175
105,"הפלמ""ח",175
106,השומר,175
107,נהגי הפרדות,175
108,"צה""ל",175
109,תל חי,175
110,בן צבי,175
111,עין העובד,175
112,לוחמי גליפולי,175
113,ההדרים,175
114,הדקל,175
115,שד בן גוריון,175
116,שוורצברד,175
117,"הלח""י",175
118,הפרדס,175
119,הרותם,175
120,דרך הים,175
121,דרך פרחים,175
122,החורשה,175
123,הצבעוני,175
9000,אביחיל,175
9000,אפיקים,176
101,סמ גפן,177
102,הגבעה,177
103,הדבש,177
104,ההדרים,177
105,הזית,177
106,חבורת הדרום,177
107,המייסדים,177
108,הפעמון,177
109,הפקאן,177
110,הפרדסים,177
111,הפרחים,177
112,השעורה,177
113,התאנה,177
114,תלמים,177
115,סמ תמר,177
116,סמ רימון,177
117,סמ חיטה,177
118,המחרשה,177
119,הדקל,177
6500,שיכון בנים,177
9000,"כפר ביל""ו",177
101,אולפן,178
7001,שכ קרוונים,178
9000,רמת יוחנן,178
101,הנופר,182
102,הדס,182
103,חבצלת השרון,182
104,אדם,182
106,האלון,182
107,האילנות,182
108,הבנים,182
109,אדמונית,182
110,הסייפן,182
111,התומר,182
112,שומשום,182
113,הזית,182
114,העצמאות,182
115,השלום,182
116,שבזי,182
117,אהבת ציון,182
118,המחתרת,182
119,מרבד הקסמים,182
120,הנוטר,182
121,ריחן,182
122,סמ הקולנוע,182
123,סמ יעקובי,182
124,האלה,182
125,באר גנים,182
126,סמ השישה,182
127,ההסתדרות,182
128,הקשת,182
129,סיני,182
130,אסותא,182
131,אילת השחר,182
132,המיסדים,182
133,בני בנימין,182
134,השרון,182
135,הנוטע,182
136,המתמיד,182
137,ההדרים,182
138,השיח,182
139,סמ הלוטוס,182
140,השומר,182
141,"הפלמ""ח",182
142,ותיקים,182
143,הנגב,182
144,עליה,182
145,עממי,182
146,קבוץ גלויות,182
147,המעפילים,182
148,הלוחמים,182
149,השומרון,182
150,הבאר,182
151,האורן,182
152,הגבעה,182
153,הברוש,182
154,חן,182
155,סמ השושנה,182
156,קרן היסוד,182
157,מעיין,182
158,בית השואבה,182
159,תבור,182
160,עציון,182
161,הגליל,182
162,סמ הניצנים,182
163,שביל הנוטע,182
164,עפרוני,182
165,שלדג,182
166,שחף,182
167,עגור,182
168,סנונית,182
169,אנפה,182
170,דרך בין השדות,182
171,הגת,182
172,מעלה הארגמן,182
173,מעלה הלבונה,182
174,מעלה הרתמים,182
175,התפוז,182
176,ההרדופים,182
177,התאנה,182
178,הגפן,182
179,היבולים,182
180,הרימונים,182
181,הדקל,182
182,הרקפות,182
